"comments","likes","shares","text"
"20","4473","33","Three wickets, two catches and 49 runs ✨

Nathan Edward wins the @aramco POTM for his stellar all-round showing against England in the #U19WorldCup 👏

Catch the highlights of his performance 📽"
"907","29978","173","A comprehensive win over USA helps Bangladesh into the Super Six stage 🎇

#U19WorldCup #USAvBAN"
"208","3096","20","Nepal's Subhash Bhandari reprimanded for breaching ICC's Code of Conduct during the #U19WorldCup 👀

"
"19","2046","32","Nerves of steel 😲

Nathan Edward hoists Farhan Ahmed for four to complete a close win for West Indies 🤯

#U19WorldCup"
"15","1553","12","West Indies hold their nerve against England in another nail-biting contest in the #U19WorldCup 😮

#Cricket #CricketReels"
"33","1387","8","Nathan Edward's all-round brilliance helped West Indies overcome England 🤩

He wins the aramco #POTM.

#U19WorldCup #ENGvWI"
"71","3098","36","West Indies win a gripping contest against England in Potchefstroom 👌

#U19WorldCup #ENGvWI"
"1313","28773","233","Aakash Chand's match-winning 5/34 earns him the aramco #POTM 🎉

#U19WorldCup #AFGvNEP"
"2144","70721","4737","Nepal have clinched an absolute thriller and are going to the Super Sixes 😍

#U19WorldCup #Cricket #CricketReels"
"5647","120643","9736","WHAT. A. GAME 🥵

A humdinger in East London as Nepal's last wicket pair hold their nerve to take their team to a stunning win over Afghanistan 🔥

#U19WorldCup"
"3282","51741","979","A stunning one-wicket win over Afghanistan gives the Rhinos a spot in the Super Six stage of the #U19WorldCup 😯

#AFGvNEP"
"25","2736","20","Tazeem Ali is weaving magic with the ball ✨

#U19WorldCup #Cricket #CricketReels"
"22","1750","10","Cleaned up in back-to-back overs ✌

Tazeem Ali has pulled England into the game with two big wickets 😲

#U19WorldCup"
"8","1199","7","Jordan Johnson loves playing the pull shot 😍

#U19WorldCup #Cricket #CricketReels"
"22","1682","5","Jordan Johnson is nailing the pull shots 💥

Back-to-back sixes for the 🌴 batter! 💪

#U19WorldCup"
"19","741","4","A sea of emotions captured in one frame 🤩 

Coca-Cola Believing is Magic 📸 | #U19WorldCup"
"75","3499","23","Faridoon Dawoodzai strikes early ☝️

#U19WorldCup #Cricket #CricketReels"
"78","2828","20","🔸A formidable fightback from Australia in the final session 👏
🔸India's wagging tail furthers the advantage in Hyderabad 👌

#WTC25

#AUSvWI: https://bit.ly/42b769D

#INDvENG: https://bit.ly/3vT9RQT"
"318","20662","145","An innings to savour from Ariful Islam 🙌

#U19WorldCup #Cricket #CricketReels"
"1181","56134","157","A commanding ton for Ariful Islam 👌

#U19WorldCup #USAvBAN"
"24","1649","13","A stunning acrobatic take from Nathan Edward 😮

#U19WorldCup #Cricket #CricketReels"
"13","485","3","Eddie Jack clears the rope twice in two balls 💪

#U19WorldCup #Cricket #CricketReels"
"36","6802","58","Wait for that leap backwards! 

Nathan Edward holds onto a top catch 👊

#U19WorldCup"
"87","8269","58","First Test wicket celebration done right! 😮‍💨

#AUSvWI #WTC25"
"38","1407","8","What a grab from USA’s Manav Nayak 😨

#U19WorldCup #Cricket #CricketReels"
"62","3986","15","Substitute fielder Manav Nayak comes in flying to hold on to a brilliant catch 👏

#U19WorldCup"
"80","6068","34","AM Ghazanfar isn’t holding back 💥

#U19WorldCup #Cricket #CricketReels"
"178","29774","171","AM Ghazanfar is bailing Afghanistan out of trouble with some big hits 👊

#U19WorldCup"
"1267","30104","598","Aakash Chand has single-handedly put Nepal in command in East London 🔥

#U19WorldCup #AFGvNEP"
"8","271","1","As Ben McKinney intends to push on at the #U19WorldCup, coach Michael Yardy looks into the England captain’s future 🏏"
"19","938","2","Parth Patel takes a good, low catch as Bangladesh lose their first wicket ☝️

#U19WorldCup #Cricket #CricketReels"
"34","1488","10","Brilliant catch from Parth Patel just inches off the ground 😵

#U19WorldCup"
"225","19271","165","Aakash Chand is ecstatic as Nepal make further inroads 👏

#U19WorldCup #Cricket #CricketReels"
"320","26440","194","Watch out for the celebration 💪 

Nepal are running through Afghanistan!

#U19WorldCup"
"7","739","7","Nathan Edward produces an absolute peach to get the Windies going 👏

#U19WorldCup #Cricket #CricketReels"
"31","1936","6","Just the perfect start for West Indies, courtesy of a Nathan Edward special 👌 

#U19WorldCup"
"711","264122","3145","Innovation 🫡 Musheer Khan ramps from almost from behind the stumps 😵

#U19WorldCup #Cricket #CricketReels"
"28","584","9","Another Rachael Heyhoe Flint Award for the collection 🏆

Nat Sciver-Brunt stood up for England in 2023 👏

More ➡ https://bit.ly/47UYNjs"
"53","1123","10","What a moment 👏

This Musheer Khan century is one of the moments that could be featured in your FanCraze Crictos Collectible packs!

Visit Crictos.com to own iconic moments from the #U19WorldCup"
"2","152","2","As Ben McKinney intends to push on at the #U19WorldCup, coach Michael Yardy looks into the England captain's future 🏏"
"25","1846","15","What a moment 👏

This Musheer Khan century is one of the moments that could be featured in your @0xfancraze Crictos Collectible packs!

Visit Crictos.com to own iconic moments from the #U19WorldCup"
"381","7078","410","Outstanding with the bat, and an outstanding leader for Sri Lanka 👏

Chamari Athapathu was almost faultless in 2023 on the way to the ICC Women's ODI Cricketer of the Year award 🏆

More ➡ https://bit.ly/3OjxKr0"
"7","339","4","Luc Benkenstein's ultimate cricketer would frighten anyone 🔥

#U19WorldCup #Cricket #CricketReels"
"68","1359","9","Three times the #U19WorldCup fun!

Details on where to watch 📺 https://bit.ly/3SpGZZn"
"6","548","3","New faces in a battle between old cricket foes England and the West Indies ⚔️

#U19WorldCup #Cricket #CricketReels"
"30","2413","10","There's a satisfaction for former India international Wasim Jaffer passing on his advice to Bangladesh's future stars ✨"
"172","9976","36","There's a satisfaction for former India international Wasim Jaffer passing on his advice to Bangladesh's future stars ✨"
"10","216","1","As Ben McKinney intends to push on at the #U19WorldCup, coach Michael Yardy looks into the England captain's future 🏏"
"104","4674","41","Nepal press on in their #U19WorldCup preparation 🏏

#ICC #Cricket #CricketReels"
"26","369","4","A landmark day for cricket in the West Indies as the Caribbean side commits to achieving pay equity for their male and female players 🙌

Details 👇"
"14","810","4","The sights and sounds of USA's future stars 🔊

#U19WorldCup #Cricket #CricketReels"
"100","2968","24","Allah Mohammad Ghazanfar steps forward as Afghanistan's next spin-bowling sensation 🌀

#U19WorldCup #Cricket #CricketReels"
"317","27869","172","Allah Mohammad Ghazanfar steps forward as Afghanistan's next spin-bowling sensation 🌀"
"402","63676","2887","Musheer Khan 🤝 Sarfaraz Khan

#U19WorldCup #Cricket #CricketReels"
"19","1806","17","Harkirat Bajwa tightening the screws for Australia with two wickets in two balls 💥💥

#U19WorldCup #Cricket #CricketReels"
"188","5284","100","A career-defining year for his country 🇦🇺

Pat Cummins is the ICC Men's Cricketer of the Year for 2023 🏆

More ➡ https://bit.ly/3SwOVb6"
"2","234","6","Big names included as New Zealand name #WTC25 squad to take on South Africa 🙌

More ahead of #NZvSA 👇"
"6","480","5","India were big winners against Ireland in their clash at the 2024 #U19WorldCup in Bloemfontein 🌟

Hindi highlights 🎥"
"21","3509","17","India were big winners against Ireland in their clash at the 2024 #U19WorldCup in Bloemfontein 🌟

Hindi highlights 📹"
"414","24469","137","A star both at home and abroad in 2023, Usman Khawaja was crowned ICC Men's Test Cricketer of the Year 👑

More ➡ https://bit.ly/3Oipdox"
"23","444","5","A successful year for Australia was capped off by a number of individual accolades in the 2023 #ICCAwards 🙌

More 👇"
"104","8435","43","Two outrageous catches in two games 🔥 Murugan Abhishek 👏

#U19WorldCup #cricket #cricketreels"
"57","2426","26","Two outrageous catches in two games 🔥 Murugan Abhishek 👏

#U19WorldCup #cricket #cricketreels"
"53","715","4","England batter Ben Duckett admitted that his team was surprised by India's positive batting on day one of the Hyderabad Test 👀

#INDvENG #WTC25"
"41","813","8","India and Australia dominated on day seven of the 2024 #U19WorldCup ✨

Abhinav Mukund wraps up the action 🎥

#cricket #cricketreels"
"95","2157","47","“In terms of an individual accolade, it’s right up there.""

Pat Cummins expressed his happiness on winning the Sir Garfield Sobers Trophy for ICC Men's Cricketer of the Year 2023 and praised the other nominees as well 🌟"
"1119","44830","2519","A year of dominance 🫡

Virat Kohli's record-breaking run in #CWC23 sees him win the ICC Men's ODI Cricketer of the Year 2023 award 🏅

#cricket #cricketreels #ICCAwards"
"83","3884","137","He arrived. He conquered 👑

Pat Cummins is the winner of the Sir Garfield Sobers Trophy for ICC Men’s Cricketer of the Year 2023 🏆

#Cricket #CricketReels #ICCAwards"
"17","419","9","“Keeping that consistency is something that I wanted to do over the last few years.""

Nat Sciver-Brunt talks about winning the Rachael Heyhoe Flint Award for the ICC Women's Cricketer of the Year for the second successive year 👏"
"18","1098","14","Match Highlights | IND v IRE | ICC U19 Men’s CWC 2024

Another huge win, this time by 201 runs, has consolidated India’s position at the top of the Group A table 👏

Match Highlights 📽️

#U19WorldCup"
"334","29734","1344","A match-winning 118 (106) from Musheer Khan earned him the aramco POTM against Ireland.

Catch his Highlights 📽️

#U19WorldCup"
"23","462","3","Statement wins for India and Australia in the #U19WorldCup 2024 🔥

Check all the details from today's games 👇

#INDvIRE #AUSvZIM

"
"62","3330","36","In a league of his own 🌟

The only member of the Test 1000-run club in 2023, Usman Khawaja is the ICC Men’s Test Cricketer of the Year 👏

#Cricket #CricketReels #ICCAwards"
"47","2315","28","“In 2022, I thought my Test career was over. It’s all a bonus from here on.”

Usman Khawaja reflects on a fantastic year and shares his joy on winning the ICC Men’s Test Cricketer of the Year 2023 👌"
"53","3681","79","Musheer Khan's scintillating ton helps him win the aramco #POTM ⚡

#U19WorldCup #INDvIRE"
"160","4688","28","A comprehensive win for India in Bloemfontein 👏

#U19WorldCup #INDvIRE"
"13","595","4","Australia have dominated Zimbabwe to register a massive 225-run win, their second in the #U19WorldCup 2024 💪

Match Highlights 📽️"
"128","9589","163","Harry Dixon is channeling his inner David Warner 🏏

#U19WorldCup #Cricket #CricketReels #AUSvZIM"
"12","577","8","For his 89 off 108 balls, studded with 10 fours and 2 sixes, Harry Dixon was named the aramco POTM 🏏

Relive his knock 📽️

#U19WorldCup"
"60","17158","335","An innings to remember from Musheer Khan 😍

#U19WorldCup #Cricket #CricketReels #INDvIRE"
"9","348","10","Two in a row 👏

Nat Sciver-Brunt wins the Rachael Heyhoe Flint Award for the ICC Women's Cricketer of the Year for the second successive year ✌️

#cricket #cricketreels #ICCAwards"
"16","978","8","Harry Dixon is the aramco #POTM for his match-winning 89 👌

#U19WorldCup #ZIMvAUS"
"36","1378","14","Harkirat Bajwa's 4/15 helps Australia to a massive win in Kimberley 👊

#U19WorldCup #ZIMvAUS"
"27","3211","20","Murugan Abhishek with a catch of the tournament contender 🤯

#U19WorldCup #Cricket #CricketReels #INDvIRE"
"97","79631","335","Great reflexes 👊

Murugan Abhishek holds on to a stunner at short point.

#U19WorldCup"
"175","18730","71","A few memorable performances for Nepal but Pakistan came out on top in East London winning by five wickets.

Catch the Match Highlights with Nepali commentary 📽️

#U19WorldCup"
"224","4285","405","Top batter ✅  Handy bowler ✅ Inspirational leader ✅

Chamari Athapaththu’s all-round prowess fetches her the ICC Women’s ODI Cricketer of the Year 2023 👏

#Cricket #CricketReels #ICCAwards"
"9","502","2","A terrific boost for Australia cricketers in the latest ICC Men’s Test Player Rankings 📈"
"22","992","8","A strong Aussie contingent 🇦🇺

Coca-Cola Believing is Magic 📸 | #U19WorldCup"
"68","3421","29","A few memorable performances for Nepal but Pakistan came out on top in East London winning by five wickets.

Catch the Match Highlights with Nepali commentary 📽️

#U19WorldCup"
"8","876","3","Australian bowlers are tearing through Zimbabwe’s top-order 🔥

#U19WorldCup #Cricket #CricketReels #AUSvZIM"
"16","1420","7","Australia get off to a splendid start, reducing Zimbabwe to 3/3 in under three overs 😯

#U19WorldCup"
"73","766","24","A terrific year that ended with winning the ICC Men’s Cricket World Cup 2023 🏆

The Australia bowler and captain has claimed the Sir Garfield Sobers Trophy for ICC Men’s Cricketer of the Year 🙌"
