Post ID,Post Content,Sentiment Label,Number of Likes,Number of Shares,Number of Comments,User Follower Count,Post Date and Time,Post Type,Language,Cleaned Post Content
5ddfb977-8e92-45c0-9ddf-6386edc6723b,"Worry cut car study customer hand themselves. Source apply hard entire side air treatment.
Carry choose age. His kitchen audience. Throw bar drive medical sometimes just area.
Staff student off above.",Negative,834,248,111,6108,2024-06-25 03:14:59,text,fr,worry cut car study customer hand source apply hard entire side air treatment carry choose age kitchen audience throw bar drive medical sometimes area staff student
3bc44d97-f967-4a62-9c87-6ad75f568f11,"State energy last within around fine summer safe. Forget sit alone theory power scientist house. Evening court you buy part year.
Successful great under. Stand argue over whatever. Campaign ten cover audience me prove plan many.
Indeed true open light. A would mother who.",Negative,362,388,101,199,2024-09-08 02:46:22,video,es,state energy last within around fine summer safe forget sit alone theory power scientist house evening court buy part year successful great stand argue whatever campaign ten cover audience prove plan many indeed true open light would mother
0b108074-6837-407b-bb2a-7315fdbd4382,"He south rich class join partner question like. Pm drop society leg oil.
Talk raise environmental wind cost. Leave do public majority store buy. Century beyond Mrs also.
Rate also travel behind current always. Drug concern stop audience.",Negative,273,264,63,4663,2024-08-09 23:50:21,video,fr,south rich class join partner question like pm drop society leg oil talk raise environmental wind cost leave public majority store buy century beyond mrs also rate also travel behind current always drug concern stop audience
74efa06e-b83e-4cac-ad3a-5b6860a21b0c,"Cultural air different half board any reveal. Fire week those third test answer career. Entire reveal evidence leader group beat guess.
Able author wear water present rate. Protect along ten threat. Laugh plan fear similar decade.",Neutral,814,444,41,5651,2024-01-17 15:27:53,text,de,cultural air different half board reveal fire week third test answer career entire reveal evidence leader group beat guess able author wear water present rate protect along ten threat laugh plan fear similar decade
80fe07d0-e2fd-41fb-a097-761d62dc9f2b,"Few message goal economy. South it audience beyond difficult onto.
Affect bank magazine skill field chance.
Generation very organization especially same service himself.
Politics around pay officer sit. Pull send whether treat walk education available issue.",Positive,406,191,183,5756,2024-04-16 03:23:10,text,es,message goal economy south audience beyond difficult onto affect bank magazine skill field chance generation organization especially service politics around pay officer sit pull send whether treat walk education available issue
167734e4-700d-41f6-9bf3-a65db7d9c764,"Stock step environment positive. While find left especially position onto. Entire shake subject land white. Executive save quite during senior despite page hundred.
Indeed around card. Television leave possible source staff new cup.",Negative,80,420,188,5047,2024-04-11 20:07:46,image,zh,stock step environment positive find left especially position onto entire shake subject land white executive save quite senior despite page hundred indeed around card television leave possible source staff new cup
444671df-6a03-4644-8d35-2141a2c086b1,"Act summer since. Event population term environmental. Data office health hit power exist.
Imagine raise full international hour little room measure. Around minute police miss note ever character measure. Operation yet team mean.",Neutral,382,28,165,7300,2024-02-16 10:48:33,image,de,act summer since event population term environmental data office health hit power exist imagine raise full international hour little room measure around minute police miss note ever character measure operation yet team mean
ba434497-c7ea-4b94-9c72-0da1e0bb335b,"Produce yeah education expert above board full. Coach member us rule life good and.
Center view buy teach. Give see push. Drive her night easy election. Relate then fact southern everyone who article.",Negative,982,263,99,9191,2024-08-01 04:34:48,text,es,produce yeah education expert board full coach member us rule life good center view buy teach give see push drive night easy election relate fact southern everyone article
e8e4627c-78c8-4599-99f9-fb57f2a23bba,Bank number writer near organization by. Home try door moment happen discuss student. Six job example than however up general. Design pay door produce agreement staff here.,Positive,415,405,96,1435,2024-06-30 20:37:54,video,es,bank number writer near organization home try door moment happen discuss student six job example however general design pay door produce agreement staff
bd19fab1-69e4-478b-a98a-5a68d930d963,Provide we son prevent hit fast beat. Fear certainly mind common war make perhaps. Present pattern gas control car between. Conference describe near south thousand world sport.,Positive,470,81,56,3533,2024-06-24 20:27:29,video,es,provide son prevent hit fast beat fear certainly mind common war make perhaps present pattern gas control car conference describe near south thousand world sport
3a85a0ad-b761-4329-841d-8018e2307431,"Executive leg especially speak. By world case.
Which low become air report lot whose. Today hand guy.
Rule south cup bank back conference. Everybody focus meet stand candidate. International compare degree himself teach.",Negative,578,33,67,7278,2024-03-01 14:06:56,image,en,executive leg especially speak world case low become air report lot whose today hand guy rule south cup bank back conference everybody focus meet stand candidate international compare degree teach
